event_url,tag
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265102_01&sesID=5,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_03&sesID=1,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_03&sesID=1,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_03&sesID=2,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_03&sesID=2,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=1,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=1,校友
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=1,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=2,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=2,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=3,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=3,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=4,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=4,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=5,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=5,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=6,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265791_02&sesID=6,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265161_02&sesID=1,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265161_02&sesID=1,免報名費
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265161_02&sesID=2,學生
https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20265161_02&sesID=2,免報名費
